time(sec.) 	 T(degreeC.) 	 Q(W.) 
186 	 34.850000 	 100.000000 
187 	 34.844000 	 100.000000 
188 	 34.897000 	 100.000000 
189 	 35.021000 	 100.000000 
190 	 35.132000 	 100.000000 
191 	 35.169000 	 100.000000 
192 	 35.105000 	 100.000000 
193 	 35.115000 	 100.000000 
194 	 35.109000 	 100.000000 
195 	 35.225000 	 100.000000 
196 	 35.307000 	 100.000000 
197 	 35.293000 	 100.000000 
198 	 35.346000 	 100.000000 
199 	 35.469000 	 100.000000 
200 	 35.526000 	 100.000000 
201 	 35.598000 	 100.000000 
202 	 35.609000 	 100.000000 
203 	 35.669000 	 100.000000 
204 	 35.813000 	 100.000000 
205 	 35.835000 	 100.000000 
206 	 35.933000 	 100.000000 
207 	 35.927000 	 100.000000 
208 	 35.867000 	 100.000000 
209 	 35.782000 	 100.000000 
210 	 35.795000 	 100.000000 
211 	 35.944000 	 100.000000 
212 	 36.051000 	 100.000000 
213 	 36.055000 	 100.000000 
214 	 36.111000 	 100.000000 
215 	 36.175000 	 100.000000 
216 	 36.226000 	 100.000000 
217 	 36.313000 	 100.000000 
218 	 36.404000 	 100.000000 
219 	 36.504000 	 100.000000 
220 	 36.549000 	 100.000000 
221 	 36.538000 	 100.000000 
222 	 36.507000 	 100.000000 
223 	 36.478000 	 100.000000 
224 	 36.524000 	 100.000000 
225 	 36.580000 	 100.000000 
226 	 36.650000 	 100.000000 
227 	 36.610000 	 100.000000 
228 	 36.572000 	 100.000000 
229 	 36.527000 	 100.000000 
230 	 36.603000 	 100.000000 
231 	 36.554000 	 100.000000 
232 	 36.487000 	 100.000000 
233 	 36.505000 	 100.000000 
234 	 36.459000 	 100.000000 
235 	 36.465000 	 100.000000 
236 	 36.416000 	 100.000000 
237 	 36.493000 	 100.000000 
238 	 36.624000 	 100.000000 
239 	 36.590000 	 100.000000 
240 	 36.710000 	 100.000000 
241 	 36.814000 	 100.000000 
242 	 36.836000 	 100.000000 
243 	 36.853000 	 100.000000 
244 	 36.937000 	 100.000000 
245 	 36.959000 	 100.000000 
246 	 36.939000 	 100.000000 
247 	 36.928000 	 100.000000 
248 	 36.912000 	 100.000000 
249 	 36.897000 	 100.000000 
250 	 36.884000 	 100.000000 
251 	 36.887000 	 100.000000 
252 	 36.934000 	 100.000000 
253 	 36.979000 	 100.000000 
254 	 36.984000 	 100.000000 
255 	 37.059000 	 100.000000 
256 	 37.133000 	 100.000000 
257 	 37.177000 	 100.000000 
258 	 37.216000 	 100.000000 
259 	 37.266000 	 100.000000 
260 	 37.294000 	 100.000000 
261 	 37.351000 	 100.000000 
262 	 37.420000 	 100.000000 
263 	 37.466000 	 100.000000 
264 	 37.480000 	 100.000000 
265 	 37.584000 	 100.000000 
266 	 37.640000 	 100.000000 
267 	 37.680000 	 100.000000 
268 	 37.713000 	 100.000000 
269 	 37.759000 	 100.000000 
270 	 37.796000 	 100.000000 
271 	 37.789000 	 100.000000 
272 	 37.828000 	 100.000000 
273 	 37.896000 	 100.000000 
274 	 37.984000 	 100.000000 
275 	 37.988000 	 100.000000 
276 	 37.980000 	 100.000000 
277 	 37.987000 	 100.000000 
278 	 37.872000 	 100.000000 
279 	 37.849000 	 100.000000 
280 	 37.970000 	 100.000000 
281 	 38.072000 	 100.000000 
282 	 38.191000 	 100.000000 
283 	 38.176000 	 100.000000 
284 	 38.080000 	 100.000000 
285 	 38.094000 	 100.000000 
286 	 38.142000 	 100.000000 
287 	 38.185000 	 100.000000 
288 	 38.187000 	 100.000000 
289 	 38.150000 	 100.000000 
290 	 38.177000 	 100.000000 
291 	 38.267000 	 100.000000 
292 	 38.237000 	 100.000000 
293 	 38.283000 	 100.000000 
294 	 38.320000 	 100.000000 
295 	 38.494000 	 100.000000 
296 	 38.469000 	 100.000000 
297 	 38.381000 	 100.000000 
298 	 38.291000 	 100.000000 
299 	 38.346000 	 100.000000 
300 	 38.443000 	 100.000000 
301 	 38.535000 	 100.000000 
302 	 38.660000 	 100.000000 
303 	 38.687000 	 100.000000 
304 	 38.685000 	 100.000000 
305 	 38.608000 	 100.000000 
306 	 38.524000 	 100.000000 
307 	 38.483000 	 100.000000 
308 	 38.572000 	 100.000000 
309 	 38.568000 	 100.000000 
310 	 38.602000 	 100.000000 
311 	 38.669000 	 100.000000 
312 	 38.647000 	 100.000000 
313 	 38.675000 	 100.000000 
314 	 38.663000 	 100.000000 
315 	 38.698000 	 100.000000 
316 	 38.750000 	 100.000000 
317 	 38.879000 	 100.000000 
318 	 38.904000 	 100.000000 
319 	 38.973000 	 100.000000 
320 	 38.951000 	 100.000000 
321 	 39.052000 	 100.000000 
322 	 39.047000 	 100.000000 
323 	 39.090000 	 100.000000 
324 	 39.082000 	 100.000000 
325 	 39.075000 	 100.000000 
326 	 39.041000 	 100.000000 
327 	 39.063000 	 100.000000 
328 	 39.082000 	 100.000000 
329 	 39.161000 	 100.000000 
330 	 39.082000 	 100.000000 
331 	 39.054000 	 100.000000 
332 	 39.107000 	 100.000000 
333 	 39.229000 	 100.000000 
334 	 39.244000 	 100.000000 
335 	 39.207000 	 100.000000 
336 	 39.150000 	 100.000000 
337 	 39.156000 	 100.000000 
338 	 39.305000 	 100.000000 
339 	 39.309000 	 100.000000 
340 	 39.340000 	 100.000000 
341 	 39.349000 	 100.000000 
342 	 39.370000 	 100.000000 
343 	 39.440000 	 100.000000 
344 	 39.503000 	 100.000000 
345 	 39.440000 	 100.000000 
346 	 39.406000 	 100.000000 
347 	 39.461000 	 100.000000 
348 	 39.565000 	 99.900000 
349 	 39.747000 	 99.800000 
350 	 39.780000 	 88.800000 
351 	 39.780000 	 77.800000 
352 	 39.763000 	 66.800000 
353 	 39.554000 	 63.400000 
354 	 39.600000 	 57.800000 
355 	 39.725000 	 56.600000 
356 	 39.785000 	 54.100000 
357 	 39.787000 	 53.800000 
358 	 39.854000 	 49.400000 
359 	 39.853000 	 49.500000 
360 	 39.894000 	 49.800000 
361 	 39.977000 	 50.000000 
362 	 40.061000 	 50.000000 
363 	 40.106000 	 50.000000 
364 	 40.054000 	 50.000000 
365 	 40.006000 	 49.900000 
366 	 40.035000 	 49.900000 
367 	 40.061000 	 49.900000 
368 	 40.151000 	 49.900000 
369 	 40.128000 	 49.900000 
370 	 40.048000 	 49.900000 
371 	 39.974000 	 49.900000 
372 	 40.012000 	 49.900000 
373 	 40.048000 	 49.900000 
374 	 40.032000 	 49.900000 
375 	 39.979000 	 49.900000 
376 	 39.940000 	 49.900000 
377 	 39.954000 	 50.000000 
378 	 39.901000 	 50.000000 
379 	 39.920000 	 50.000000 
380 	 39.983000 	 50.000000 
381 	 39.966000 	 50.000000 
382 	 40.164000 	 50.000000 
383 	 40.198000 	 50.000000 
384 	 40.239000 	 50.000000 
385 	 40.270000 	 50.000000 
386 	 40.265000 	 50.000000 
387 	 40.284000 	 50.000000 
388 	 40.237000 	 50.000000 
389 	 40.134000 	 50.000000 
390 	 40.120000 	 50.000000 
391 	 40.143000 	 50.000000 
392 	 40.174000 	 50.000000 
393 	 40.146000 	 50.000000 
394 	 40.138000 	 50.000000 
395 	 40.067000 	 50.000000 
396 	 40.062000 	 50.000000 
397 	 40.094000 	 50.000000 
398 	 40.152000 	 50.000000 
399 	 40.121000 	 50.000000 
400 	 40.036000 	 50.000000 
401 	 39.963000 	 50.000000 
402 	 39.937000 	 50.000000 
403 	 39.879000 	 50.000000 
404 	 39.951000 	 50.000000 
405 	 39.882000 	 50.000000 
406 	 39.802000 	 50.000000 
407 	 39.816000 	 50.000000 
408 	 39.867000 	 50.000000 
409 	 39.916000 	 50.000000 
410 	 39.974000 	 50.000000 
411 	 39.941000 	 50.000000 
412 	 39.968000 	 50.000000 
413 	 39.912000 	 50.000000 
414 	 39.848000 	 50.000000 
415 	 39.935000 	 50.000000 
416 	 39.912000 	 50.000000 
417 	 39.840000 	 50.000000 
418 	 39.753000 	 50.000000 
419 	 39.706000 	 50.000000 
420 	 39.712000 	 50.000000 
421 	 39.829000 	 50.000000 
422 	 39.868000 	 50.000000 
423 	 39.788000 	 50.000000 
424 	 39.740000 	 50.000000 
425 	 39.682000 	 50.000000 
426 	 39.587000 	 50.000000 
427 	 39.575000 	 50.000000 
428 	 39.491000 	 50.000000 
429 	 39.481000 	 50.000000 
430 	 39.523000 	 50.100000 
431 	 39.516000 	 55.800000 
432 	 39.530000 	 55.900000 
433 	 39.529000 	 66.900000 
434 	 39.573000 	 72.500000 
435 	 39.570000 	 74.800000 
436 	 39.589000 	 74.900000 
437 	 39.596000 	 81.500000 
438 	 39.543000 	 82.700000 
439 	 39.404000 	 82.800000 
440 	 39.348000 	 86.200000 
441 	 39.415000 	 92.700000 
442 	 39.565000 	 87.200000 
443 	 39.499000 	 82.500000 
444 	 39.394000 	 77.000000 
445 	 39.338000 	 74.900000 
446 	 39.366000 	 75.000000 
447 	 39.410000 	 75.000000 
448 	 39.402000 	 75.000000 
449 	 39.347000 	 75.000000 
450 	 39.339000 	 75.000000 
451 	 39.377000 	 75.000000 
452 	 39.403000 	 75.000000 
453 	 39.362000 	 75.000000 
454 	 39.371000 	 75.000000 
455 	 39.444000 	 75.000000 
456 	 39.497000 	 75.000000 
457 	 39.591000 	 75.000000 
458 	 39.593000 	 75.000000 
459 	 39.495000 	 75.000000 
460 	 39.571000 	 75.000000 
461 	 39.597000 	 75.000000 
462 	 39.574000 	 75.000000 
463 	 39.475000 	 75.000000 
