2,43.3,42.5
2,37.0,39.0
2,35.1,37.5
2,38.5,40.0
3,55.5,55.6
3,55.8,55.8
3,55.6,55.6
4,61.9,61.9
4,61.8,61.8
4,62.0,62.0
5,63.2,63.5
5,64.0,64.0
5,64.1,64.1
7,66.0,66.0
7,66.0,66.0
7,66.0,66.0
10,65.1,65.1
10,65.5,65.6
10,65.6,65.6
15,63.2,63.5
15,63.7,63.8
15,63.9,64.0
20,60.0,60.0
20,60.5,61.0
20,61.0,61.0
25,56.1,56.8
25,57.0,57.2
25,57.8,57.6
35,45.0,45.0
35,45.0,45.0
35,46.0,46.0
