;content of C:\Users\Bruker\AppData\Local\Temp\92fetmp-50337042.raw - (Diffrac Plus V4 file)
_FILEVERSION = 3
_SAMPLE = Commander Sample ID
_+SAMPLE
_USER = Lab Manager
_GONIOMETER_CODE = 21
_STAGE_CODE = 4
; Goniometer : D8 theta/theta, stage : Open eulerian craddle
_SAMPLE_CHANGER_CODE = 0
_ATTACHMENTS_CODE = 0
_GONIOMETER_RADIUS = 415
_MONOCHROMATOR = 0
; Incident beam monochromator : None
_BETA_FILTER = N
_ANALYZER_CODE = 0
; Received beam analyzer : None
_DATEMEASURED = 09-Dec-2020 13:42:57
_RUNTIME = 12.36928
_WL_UNIT = A
_WL1 = 1.5406
_WL2 = 1.54439
_WL3 = 1.39222
_WLRATIO = 0.5
_ANODE = Cu
_V4_INF_USER = Lab Manager
_V4_INF_SAMPLEID = Commander Sample ID
_V4_INF_CREATOR = V5Converter
_V4_INF_CREATOR_VERSION = 3.3.47.0
_V4_INF_SUBSTRATE = Si (no database)
_V4_INF_LAYER = Si (no database)

; Data for range 1
_DRIVE = COUPLED
_STEPTIME = 76.8
_STEPSIZE = 0.02026
_STEPMODE = C
_START = 20
_THETA = 9.9639
_2THETA = 20
_KHI = -0.25
_PHI = 0
_X = -10.255
_Y = -0.555
_Z = 0.7095
_DETECTORSLIT = out
_AUX2 = 0
_TIMESTARTED = 0
_KV = 40
_MA = 40
_RANGE_WL = 1.5406
_3DPLANE = 0
_V4_PSD2THETA = 9999
_V4_PSDCHANNEL1 = 0
_V4_PSDAPERTURE = 2.083855
_V4_PSDTYPE = 5
_V4_PSDFIXED = 0
_V4_COUNTERS_MASK = 1
_V4_DRIVES_MASK = 0
_V4_ENCODERS_MASK = 0
_2THETACOUNTS = 1
; 2THETA	Cnt2_D1	
25.875313	24.000000	
25.895573	18.000000	
25.915833	8.000000	
25.936092	20.000000	
25.956352	19.000000	
25.976612	14.000000	
25.996872	11.000000	
26.017131	18.000000	
26.037391	17.000000	
26.057651	17.000000	
26.077910	20.000000	
26.098170	22.000000	
26.118430	25.000000	
26.138689	15.000000	
26.158949	11.000000	
26.179209	19.000000	
26.199469	19.000000	
26.219728	20.000000	
26.239988	10.000000	
26.260248	17.000000	
26.280507	16.000000	
26.300767	16.000000	
26.321027	10.000000	
26.341286	17.000000	
26.361546	13.000000	
26.381806	10.000000	
26.402066	19.000000	
26.422325	18.000000	
26.442585	11.000000	
26.462845	17.000000	
26.483104	15.000000	
26.503364	11.000000	
26.523624	14.000000	
26.543883	20.000000	
26.564143	14.000000	
26.584403	9.000000	
26.604663	18.000000	
26.624922	21.000000	
26.645182	14.000000	
26.665442	14.000000	
26.685701	21.000000	
26.705961	19.000000	
26.726221	10.000000	
26.746481	15.000000	
26.766740	13.000000	
26.787000	14.000000	
26.807260	19.000000	
26.827519	14.000000	
26.847779	7.000000	
26.868039	14.000000	
26.888298	17.000000	
26.908558	11.000000	
26.928818	17.000000	
26.949078	14.000000	
26.969337	18.000000	
26.989597	20.000000	
27.009857	22.000000	
27.030116	12.000000	
27.050376	18.000000	
27.070636	16.000000	
27.090895	18.000000	
27.111155	10.000000	
27.131415	10.000000	
27.151675	12.000000	
27.171934	17.000000	
27.192194	17.000000	
27.212454	12.000000	
27.232713	22.000000	
27.252973	15.000000	
27.273233	11.000000	
27.293492	12.000000	
27.313752	17.000000	
27.334012	21.000000	
27.354272	10.000000	
27.374531	8.000000	
27.394791	17.000000	
27.415051	10.000000	
27.435310	15.000000	
27.455570	12.000000	
27.475830	14.000000	
27.496089	13.000000	
27.516349	16.000000	
27.536609	17.000000	
27.556869	7.000000	
27.577128	15.000000	
27.597388	10.000000	
27.617648	13.000000	
27.637907	12.000000	
27.658167	12.000000	
27.678427	19.000000	
27.698686	17.000000	
27.718946	14.000000	
27.739206	16.000000	
27.759466	12.000000	
27.779725	12.000000	
27.799985	14.000000	
27.820245	17.000000	
27.840504	18.000000	
27.860764	20.000000	
27.881024	14.000000	
27.901283	13.000000	
27.921543	11.000000	
27.941803	11.000000	
27.962063	15.000000	
27.982322	9.000000	
28.002582	10.000000	
28.022842	21.000000	
28.043101	6.000000	
28.063361	12.000000	
28.083621	11.000000	
28.103880	15.000000	
28.124140	12.000000	
28.144400	12.000000	
28.164660	8.000000	
28.184919	21.000000	
28.205179	16.000000	
28.225439	13.000000	
28.245698	13.000000	
28.265958	15.000000	
28.286218	13.000000	
28.306477	12.000000	
28.326737	10.000000	
28.346997	15.000000	
28.367257	13.000000	
28.387516	11.000000	
28.407776	5.000000	
28.428036	12.000000	
28.448295	15.000000	
28.468555	6.000000	
28.488815	17.000000	
28.509075	19.000000	
28.529334	10.000000	
28.549594	15.000000	
28.569854	13.000000	
28.590113	10.000000	
28.610373	12.000000	
28.630633	17.000000	
28.650892	19.000000	
28.671152	12.000000	
28.691412	11.000000	
28.711672	14.000000	
28.731931	19.000000	
28.752191	14.000000	
28.772451	12.000000	
28.792710	9.000000	
28.812970	18.000000	
28.833230	6.000000	
28.853489	10.000000	
28.873749	21.000000	
28.894009	13.000000	
28.914269	10.000000	
28.934528	8.000000	
28.954788	11.000000	
28.975048	12.000000	
28.995307	9.000000	
29.015567	8.000000	
29.035827	13.000000	
29.056086	10.000000	
29.076346	12.000000	
29.096606	12.000000	
29.116866	20.000000	
29.137125	17.000000	
29.157385	14.000000	
29.177645	17.000000	
29.197904	10.000000	
29.218164	11.000000	
29.238424	16.000000	
29.258683	18.000000	
29.278943	18.000000	
29.299203	17.000000	
29.319463	14.000000	
29.339722	11.000000	
29.359982	15.000000	
29.380242	16.000000	
29.400501	14.000000	
29.420761	16.000000	
29.441021	14.000000	
29.461280	17.000000	
29.481540	21.000000	
29.501800	7.000000	
29.522060	9.000000	
29.542319	16.000000	
29.562579	13.000000	
29.582839	14.000000	
29.603098	15.000000	
29.623358	11.000000	
29.643618	13.000000	
29.663877	14.000000	
29.684137	11.000000	
29.704397	9.000000	
29.724657	11.000000	
29.744916	9.000000	
29.765176	12.000000	
29.785436	12.000000	
29.805695	14.000000	
29.825955	10.000000	
29.846215	12.000000	
29.866474	21.000000	
29.886734	12.000000	
29.906994	16.000000	
29.927254	18.000000	
29.947513	11.000000	
29.967773	17.000000	
29.988033	16.000000	
30.008292	12.000000	
30.028552	12.000000	
30.048812	10.000000	
30.069071	17.000000	
30.089331	18.000000	
30.109591	16.000000	
30.129851	19.000000	
30.150110	20.000000	
30.170370	11.000000	
30.190630	14.000000	
30.210889	6.000000	
30.231149	19.000000	
30.251409	22.000000	
30.271669	11.000000	
30.291928	17.000000	
30.312188	18.000000	
30.332448	13.000000	
30.352707	16.000000	
30.372967	26.000000	
30.393227	19.000000	
30.413486	16.000000	
30.433746	13.000000	
30.454006	14.000000	
30.474266	19.000000	
30.494525	12.000000	
30.514785	12.000000	
30.535045	14.000000	
30.555304	22.000000	
30.575564	22.000000	
30.595824	17.000000	
30.616083	22.000000	
30.636343	23.000000	
30.656603	13.000000	
30.676863	26.000000	
30.697122	23.000000	
30.717382	20.000000	
30.737642	23.000000	
30.757901	25.000000	
30.778161	15.000000	
30.798421	20.000000	
30.818680	23.000000	
30.838940	20.000000	
30.859200	19.000000	
30.879460	21.000000	
30.899719	13.000000	
30.919979	29.000000	
30.940239	22.000000	
30.960498	33.000000	
30.980758	22.000000	
31.001018	22.000000	
31.021277	26.000000	
31.041537	28.000000	
31.061797	26.000000	
31.082057	23.000000	
31.102316	30.000000	
31.122576	31.000000	
31.142836	25.000000	
31.163095	44.000000	
31.183355	32.000000	
31.203615	28.000000	
31.223874	35.000000	
31.244134	23.000000	
31.264394	31.000000	
31.284654	32.000000	
31.304913	41.000000	
31.325173	43.000000	
31.345433	28.000000	
31.365692	44.000000	
31.385952	30.000000	
31.406212	34.000000	
31.426471	37.000000	
31.446731	28.000000	
31.466991	35.000000	
31.487251	38.000000	
31.507510	29.000000	
31.527770	41.000000	
31.548030	33.000000	
31.568289	30.000000	
31.588549	25.000000	
31.608809	25.000000	
31.629068	35.000000	
31.649328	40.000000	
31.669588	38.000000	
31.689848	26.000000	
31.710107	33.000000	
31.730367	30.000000	
31.750627	21.000000	
31.770886	25.000000	
31.791146	21.000000	
31.811406	20.000000	
31.831666	19.000000	
31.851925	18.000000	
31.872185	22.000000	
31.892445	17.000000	
31.912704	8.000000	
31.932964	11.000000	
31.953224	16.000000	
31.973483	13.000000	
31.993743	17.000000	
32.014003	23.000000	
32.034263	20.000000	
32.054522	13.000000	
32.074782	17.000000	
32.095042	19.000000	
32.115301	23.000000	
32.135561	21.000000	
32.155821	16.000000	
32.176080	15.000000	
32.196340	15.000000	
32.216600	10.000000	
32.236860	15.000000	
32.257119	14.000000	
32.277379	8.000000	
32.297639	13.000000	
32.317898	16.000000	
32.338158	15.000000	
32.358418	7.000000	
32.378677	9.000000	
32.398937	9.000000	
32.419197	11.000000	
32.439457	12.000000	
32.459716	11.000000	
32.479976	10.000000	
32.500236	6.000000	
32.520495	15.000000	
32.540755	8.000000	
32.561015	14.000000	
32.581274	12.000000	
32.601534	10.000000	
32.621794	9.000000	
32.642054	16.000000	
32.662313	9.000000	
32.682573	7.000000	
32.702833	10.000000	
32.723092	12.000000	
32.743352	11.000000	
32.763612	6.000000	
32.783871	16.000000	
32.804131	8.000000	
32.824391	9.000000	
32.844651	11.000000	
32.864910	8.000000	
32.885170	15.000000	
32.905430	8.000000	
32.925689	8.000000	
32.945949	10.000000	
32.966209	8.000000	
32.986468	11.000000	
33.006728	9.000000	
33.026988	7.000000	
33.047248	7.000000	
33.067507	6.000000	
33.087767	11.000000	
33.108027	12.000000	
33.128286	14.000000	
33.148546	14.000000	
33.168806	12.000000	
33.189065	5.000000	
33.209325	11.000000	
33.229585	7.000000	
33.249845	12.000000	
33.270104	9.000000	
33.290364	8.000000	
33.310624	13.000000	
33.330883	7.000000	
33.351143	8.000000	
33.371403	10.000000	
33.391662	8.000000	
33.411922	9.000000	
33.432182	8.000000	
33.452442	12.000000	
33.472701	12.000000	
33.492961	10.000000	
33.513221	11.000000	
33.533480	10.000000	
33.553740	10.000000	
33.574000	6.000000	
33.594260	10.000000	
33.614519	11.000000	
33.634779	6.000000	
33.655039	8.000000	
33.675298	10.000000	
33.695558	8.000000	
33.715818	8.000000	
33.736077	11.000000	
33.756337	5.000000	
33.776597	17.000000	
33.796857	12.000000	
