500,0.01231
499,0.01901
498,0.01296
497,0.01687
496,0.01427
495,0.0128
494,0.014
493,0.01332
492,0.01464
491,0.01561
490,0.01441
489,0.014
488,0.01492
487,0.01374
486,0.01202
485,0.01102
484,0.01139
483,0.01464
482,0.01504
481,0.01284
480,0.01646
479,0.012
478,0.01462
477,0.01656
476,0.0162
475,0.01488
474,0.01314
473,0.01515
472,0.01523
471,0.01531
470,0.01294
469,0.01358
468,0.01294
467,0.01345
466,0.01101
465,0.01328
464,0.0139
463,0.01506
462,0.0135
461,0.01647
460,0.01564
459,0.01459
458,0.0154
457,0.01515
456,0.01586
455,0.01442
454,0.0143
453,0.01408
452,0.01277
451,0.01411
450,0.01121
449,0.01453
448,0.01354
447,0.01342
446,0.0131
445,0.01593
444,0.01379
443,0.01524
442,0.01099
441,0.0162
440,0.01435
439,0.01469
438,0.01423
437,0.01447
436,0.01518
435,0.01423
434,0.01231
433,0.0128
432,0.01197
431,0.01379
430,0.01382
429,0.01589
428,0.01416
427,0.01294
426,0.01459
425,0.01102
424,0.01195
423,0.01446
422,0.0138
421,0.01188
420,0.01453
419,0.01137
418,0.01263
417,0.01264
416,0.01326
415,0.01368
414,0.00893
413,0.01166
412,0.01235
411,0.01287
410,0.01217
409,0.0136
408,0.01466
407,0.01229
406,0.01337
405,0.01233
404,0.0121
403,0.01593
402,0.01446
401,0.01619
400,0.01663
399,0.01621
398,0.01841
397,0.01612
396,0.01735
395,0.01935
394,0.01851
393,0.01735
392,0.01821
391,0.01981
390,0.01966
389,0.02092
388,0.02513
387,0.03178
386,0.04191
385,0.05977
384,0.08472
383,0.12524
382,0.18402
381,0.26915
380,0.40999
379,0.60656
378,0.84345
377,1.06341
376,1.15206
375,1.08805
374,0.90709
373,0.74742
372,0.66416
371,0.61991
370,0.56559
369,0.47863
368,0.3877
367,0.3363
366,0.32236
365,0.33254
364,0.36229
363,0.41711
362,0.50693
361,0.63207
360,0.79044
359,0.9705
358,1.15098
357,1.22171
356,1.17957
355,1.06408
354,0.95027
353,0.87488
352,0.81246
351,0.72486
350,0.61761
349,0.53272
348,0.48721
347,0.47405
346,0.48063
345,0.50748
344,0.5574
343,0.62769
342,0.71648
341,0.79668
340,0.84778
339,0.84491
338,0.79218
337,0.71252
336,0.65068
335,0.59738
334,0.53466
333,0.46433
332,0.41038
331,0.37674
330,0.36365
329,0.35875
328,0.36731
327,0.38501
326,0.41047
325,0.43651
324,0.44923
323,0.44
322,0.41178
321,0.3754
320,0.33666
319,0.2939
318,0.25969
317,0.21054
316,0.19116
315,0.14163
314,0.09954
313,0.1274
312,0.04749
311,0.10666
310,0.13747
309,-0.03469
308,0.07004
307,-0.0195
306,0.07421
305,0.09204
304,0.04239
303,0.13011
302,0.07071
301,0.04875
300,-0.01054
299,0.07555
298,0.03276
297,0.12702
296,0.07323
295,-0.01155
294,0.10106
293,0.04036
292,0.14578
291,0.06965
290,-0.03303
289,0.14775
288,0.10079
287,0.07288
286,0.11216
285,0.09433
284,0.02407
283,0.11704
282,0.14687
281,0.02629
280,0.09031
279,-0.03321
278,0.03868
277,0.05754
276,0.08437
275,0.08788
274,0.06216
273,0.08295
272,0.02928
271,0.11206
270,0.08585
269,0.11586
268,0.05762
267,0.041
266,0.06357
265,0.08121
264,0.11781
263,0.20936
262,0.05231
261,0.03412
260,0.09289
259,0.00324
258,0.1136
257,0.10407
256,0.02345
255,0.11241
254,0.11283
253,0.02793
252,0.08744
251,0.10998
250,0.06296
,
,
,
