500,-0.01321
499,-0.01155
498,-0.01056
497,-0.01394
496,-0.01454
495,-0.01138
494,-0.01447
493,-0.01034
492,-0.01076
491,-0.01307
490,-0.01324
489,-0.01224
488,-0.01509
487,-0.0134
486,-0.01554
485,-0.00735
484,-0.01041
483,-0.01474
482,-0.01356
481,-0.01347
480,-0.0137
479,-0.01181
478,-0.01254
477,-0.01371
476,-0.01385
475,-0.01455
474,-0.01376
473,-0.01387
472,-0.01594
471,-0.01051
470,-0.01509
469,-0.01345
468,-0.01307
467,-0.01184
466,-0.01552
465,-0.01409
464,-0.01209
463,-0.00891
462,-0.01636
461,-0.01296
460,-0.01265
459,-0.01684
458,-0.01225
457,-0.01484
456,-0.0118
455,-0.01177
454,-0.01281
453,-0.01145
452,-0.01466
451,-0.01505
450,-0.01181
449,-0.01565
448,-0.01391
447,-0.01449
446,-0.01581
445,-0.01242
444,-0.01435
443,-0.01366
442,-0.01267
441,-0.01483
440,-0.0138
439,-0.01396
438,-0.01064
437,-0.01121
436,-0.01385
435,-0.01325
434,-0.01107
433,-0.01018
432,-0.01258
431,-0.0135
430,-0.01401
429,-0.0136
428,-0.01435
427,-0.01209
426,-0.01216
425,-0.01444
424,-0.01359
423,-0.01289
422,-0.0126
421,-0.01449
420,-0.01395
419,-0.01238
418,-0.01163
417,-0.01318
416,-0.01185
415,-0.01102
414,-0.012
413,-0.01261
412,-0.01141
411,-0.01097
410,-0.01181
409,-0.01087
408,-0.01074
407,-0.01095
406,-0.00885
405,-0.01101
404,-0.00883
403,-0.00942
402,-0.00587
401,-0.00786
400,-0.0047
399,-0.00475
398,-0.00306
397,-0.00529
396,-0.00335
395,-0.00455
394,-0.00244
393,-0.00371
392,-0.0053
391,-0.00604
390,-0.00442
389,-0.00751
388,-0.00633
387,-0.00575
386,-0.0057
385,-0.0011
384,0.00586
383,0.01331
382,0.02485
381,0.04325
380,0.07314
379,0.11678
378,0.17268
377,0.21596
376,0.23652
375,0.21261
374,0.17162
373,0.13922
372,0.12243
371,0.11494
370,0.10335
369,0.08442
368,0.06652
367,0.05379
366,0.05151
365,0.0533
364,0.05883
363,0.07169
362,0.08904
361,0.11584
360,0.15014
359,0.19334
358,0.22779
357,0.24248
356,0.23148
355,0.20486
354,0.18039
353,0.16575
352,0.15207
351,0.13249
350,0.11124
349,0.09284
348,0.0835
347,0.07975
346,0.08205
345,0.08859
344,0.09793
343,0.11469
342,0.13114
341,0.14883
340,0.15961
339,0.15926
338,0.14534
337,0.13016
336,0.11596
335,0.10508
334,0.09295
333,0.07948
332,0.07153
331,0.06313
330,0.06057
329,0.05861
328,0.05962
327,0.06346
326,0.06973
325,0.07636
324,0.07595
323,0.07331
322,0.06912
321,0.0648
320,0.04955
319,0.04792
318,0.038
317,0.02316
316,0.00685
315,0.00252
314,0.04405
313,-0.01427
312,-0.04433
311,-0.1113
310,-0.08751
309,0.02956
308,0.06346
307,0.06969
306,0.04178
305,0.11845
304,-0.12213
303,-0.11406
302,0.01649
301,-0.01397
300,-0.19583
299,-0.01426
298,0.06701
297,-0.03618
296,-0.00189
295,0.0086
294,-0.11961
293,0.07733
292,-0.11438
291,-0.00006
290,0.06396
289,0.01704
288,-0.11127
287,0.07334
286,-0.01432
285,0.003
284,0.21729
283,0.00467
282,-0.08728
281,-0.00431
280,-0.13215
279,-0.0157
278,-0.06005
277,0.00266
276,0.01967
275,0.08247
274,0.00901
273,0.01363
272,0.05777
271,0.01676
270,0.00565
269,0.12406
268,-0.0533
267,-0.05906
266,0.1259
265,-0.11534
264,0.03515
263,0.04119
262,-0.1031
261,0.02696
260,0.04348
259,-0.0108
258,0.08097
257,-0.08093
256,-0.00011
255,-0.00137
254,0.00876
253,0.11148
252,0.05165
251,-0.11628
250,0.01361
,
,
,
