200 mV/s,,,100 mV/s,,,50 mV/s,,,20 mV/s,
電圧,電流,,電圧,電流,,電圧,電流,,電圧,電流
0.642569482,0.000109987,,0.441158384,3.05E-06,,0.998689711,-2.21E-05,,0.681099057,1.48E-05
0.642569482,0.000109987,,0.441924632,3.11E-06,,0.993692219,-2.36E-05,,0.683125794,1.54E-05
0.642569482,0.000109987,,0.443087578,3.46E-06,,0.988623083,-2.51E-05,,0.685101867,1.59E-05
0.642569482,0.000109987,,0.443911523,3.51E-06,,0.983748794,-2.66E-05,,0.687083006,1.65E-05
0.642569482,0.000109987,,0.444935828,3.28E-06,,0.97867614,-2.81E-05,,0.68904227,1.71E-05
0.642569482,0.000109987,,0.44581902,3.64E-06,,0.973693788,-2.97E-05,,0.690962911,1.77E-05
0.642569482,0.000109987,,0.446912795,3.83E-06,,0.968737185,-3.12E-05,,0.693045437,1.82E-05
0.642569482,0.000109987,,0.447967112,4.01E-06,,0.963654757,-3.28E-05,,0.695071638,1.88E-05
0.642569482,0.000109987,,0.448873639,3.97E-06,,0.958627701,-3.44E-05,,0.697067499,1.94E-05
0.642569482,0.000109987,,0.44993028,3.98E-06,,0.953661084,-3.60E-05,,0.699058473,2.00E-05
0.642569482,0.000109987,,0.450843841,4.27E-06,,0.948654592,-3.77E-05,,0.701056361,2.06E-05
0.703629375,0.00021539,,0.451835722,4.50E-06,,0.94367516,-3.94E-05,,0.703047514,2.12E-05
0.705544353,0.000220276,,0.452936649,4.27E-06,,0.938689649,-4.11E-05,,0.705125928,2.18E-05
0.707779408,0.000226634,,0.454231471,4.58E-06,,0.933633447,-4.29E-05,,0.707010746,2.24E-05
0.709757149,0.000231943,,0.455076247,4.71E-06,,0.928618908,-4.46E-05,,0.708984971,2.30E-05
0.711429298,0.000238097,,0.456097692,4.64E-06,,0.923776805,-4.64E-05,,0.710984647,2.36E-05
0.713945031,0.000244565,,0.456936777,4.73E-06,,0.918792605,-4.84E-05,,0.713042855,2.42E-05
0.715939999,0.000251378,,0.458039045,4.98E-06,,0.913712382,-5.03E-05,,0.715045691,2.49E-05
0.71788168,0.000257438,,0.45902589,4.98E-06,,0.908773959,-5.22E-05,,0.717017055,2.55E-05
0.71976614,0.000264217,,0.460015148,5.27E-06,,0.90375483,-5.43E-05,,0.718983054,2.62E-05
0.721620798,0.000271022,,0.461069614,5.03E-06,,0.898723364,-5.64E-05,,0.721012771,2.68E-05
0.72389549,0.000278626,,0.461950034,5.40E-06,,0.893707573,-5.85E-05,,0.723052979,2.76E-05
0.72570467,0.000285262,,0.463070601,5.40E-06,,0.888781607,-6.07E-05,,0.725076735,2.82E-05
0.727925241,0.000293294,,0.464066625,5.70E-06,,0.883725226,-6.30E-05,,0.72705698,2.90E-05
0.729776025,0.000300266,,0.465169251,5.67E-06,,0.878679991,-6.54E-05,,0.729035735,2.96E-05
0.731546342,0.000308175,,0.466156334,5.87E-06,,0.873652637,-6.78E-05,,0.730948389,3.04E-05
0.733763993,0.000315838,,0.466980159,5.87E-06,,0.868758142,-7.02E-05,,0.733020663,3.11E-05
0.735612512,0.000323779,,0.467778236,6.17E-06,,0.86370647,-7.28E-05,,0.734942615,3.19E-05
0.737940013,0.000331648,,0.468797952,6.02E-06,,0.858718574,-7.54E-05,,0.736929119,3.27E-05
0.73957026,0.000339811,,0.469954193,6.21E-06,,0.853825688,-7.82E-05,,0.738936841,3.35E-05
0.741750479,0.000347876,,0.47108835,6.38E-06,,0.848699331,-8.12E-05,,0.740897179,3.43E-05
0.743920743,0.000356472,,0.472238004,6.64E-06,,0.843803644,-8.42E-05,,0.742958009,3.51E-05
0.745545089,0.000364283,,0.473065734,6.65E-06,,0.838789642,-8.72E-05,,0.744994879,3.59E-05
0.747717738,0.000372782,,0.473816216,6.80E-06,,0.833887875,-9.04E-05,,0.746920288,3.68E-05
0.749932051,0.000381183,,0.474768698,6.81E-06,,0.828832448,-9.35E-05,,0.748929203,3.77E-05
0.751971185,0.000389646,,0.475959748,7.01E-06,,0.823836327,-9.63E-05,,0.750921488,3.86E-05
0.754003108,0.000397647,,0.477106243,6.98E-06,,0.819160461,-9.85E-05,,0.752991796,3.95E-05
0.755694807,0.000406326,,0.477947176,7.13E-06,,0.815033138,-9.26E-05,,0.755028069,4.04E-05
0.757595181,0.000414413,,0.479112834,7.23E-06,,0.81080687,-0.000100396,,0.756885767,4.13E-05
0.759924054,0.00042309,,0.480122447,7.66E-06,,0.805783272,-0.000109966,,0.758945584,4.23E-05
0.761772096,0.000431149,,0.480994642,7.40E-06,,0.805783272,-0.000109966,,0.760948181,4.32E-05
0.763651192,0.000439767,,0.482060969,7.66E-06,,0.805783272,-0.000109966,,0.762977719,4.43E-05
0.765963733,0.000447934,,0.483245909,7.90E-06,,0.805783272,-0.000109966,,0.764928281,4.52E-05
0.767518222,0.000456109,,0.483964562,7.88E-06,,0.784090638,-0.000134928,,0.766918302,4.62E-05
0.769872248,0.000464135,,0.485021949,7.93E-06,,0.77900815,-0.000140213,,0.768946171,4.72E-05
0.771502495,0.000472793,,0.486091584,8.25E-06,,0.773975551,-0.000145992,,0.77095598,4.83E-05
0.77361393,0.000480477,,0.486979544,8.28E-06,,0.768977523,-0.000152215,,0.772990465,4.93E-05
0.77601254,0.000489159,,0.488052189,8.66E-06,,0.763984859,-0.00015881,,0.7749421,5.04E-05
0.777773321,0.000496607,,0.488695949,8.52E-06,,0.758936346,-0.00016584,,0.776978493,5.14E-05
0.779648781,0.000505058,,0.489908606,8.73E-06,,0.753968,-0.00017314,,0.779005051,5.26E-05
0.781604528,0.000512564,,0.490873575,8.79E-06,,0.74892801,-0.000180867,,0.781026185,5.36E-05
0.783670366,0.000520283,,0.491943687,9.06E-06,,0.743972242,-0.000188841,,0.782965064,5.47E-05
0.786056817,0.000528309,,0.492952615,8.91E-06,,0.73895961,-0.000197231,,0.784965456,5.58E-05
0.787702322,0.000536265,,0.493998408,9.15E-06,,0.734001398,-0.000206161,,0.787000358,5.70E-05
0.789726913,0.000543803,,0.495123625,9.47E-06,,0.728938758,-0.000215652,,0.78905046,5.81E-05
0.791719854,0.000551429,,0.496014893,9.58E-06,,0.723882139,-0.000225167,,0.790953875,5.92E-05
0.793748856,0.000558509,,0.497027546,9.47E-06,,0.718782961,-0.00023471,,0.793010175,6.03E-05
0.795621455,0.000566259,,0.498056322,9.78E-06,,0.713778198,-0.000244304,,0.79501003,6.15E-05
0.797841609,0.000573929,,0.498936057,9.93E-06,,0.708836138,-0.000254235,,0.796992481,6.26E-05
0.799747169,0.000581508,,0.499932826,1.02E-05,,0.703776956,-0.000264646,,0.799008667,6.38E-05
0.801776052,0.000588528,,0.50113374,1.00E-05,,0.698842525,-0.0002755,,0.801005721,6.50E-05
0.803749621,0.000595944,,0.501925468,1.03E-05,,0.693763912,-0.000286857,,0.803051233,6.62E-05
0.805705726,0.000602965,,0.502987504,1.04E-05,,0.688724577,-0.000298569,,0.8049739,6.74E-05
0.807832003,0.000610505,,0.504031301,1.09E-05,,0.68375802,-0.0003106,,0.807086289,6.86E-05
0.80980128,0.000617266,,0.505216241,1.07E-05,,0.678703845,-0.000323029,,0.808968604,6.98E-05
0.811828613,0.000624514,,0.506064415,1.10E-05,,0.673672974,-0.000335819,,0.811009705,7.11E-05
0.813802004,0.000631005,,0.50707984,1.11E-05,,0.668629467,-0.000348913,,0.813050985,7.22E-05
0.815665841,0.000638377,,0.507786512,1.16E-05,,0.663624585,-0.000362299,,0.814980507,7.35E-05
0.81776005,0.000645092,,0.508814454,1.11E-05,,0.658654571,-0.000376076,,0.817013502,7.47E-05
0.819992423,0.000652236,,0.509915233,1.17E-05,,0.653720617,-0.000390006,,0.819097161,7.60E-05
0.821964681,0.000659061,,0.510832071,1.17E-05,,0.648617268,-0.000404295,,0.821068287,7.72E-05
0.823927879,0.000666137,,0.511992157,1.20E-05,,0.643739641,-0.000418627,,0.823056519,7.85E-05
0.826110601,0.000672822,,0.513098657,1.23E-05,,0.638733923,-0.000433131,,0.825005889,7.97E-05
0.827698588,0.000679463,,0.514177859,1.23E-05,,0.633704126,-0.000447588,,0.827045441,8.10E-05
0.829789639,0.000685904,,0.515107214,1.25E-05,,0.628637195,-0.000462022,,0.829013944,8.22E-05
0.831829846,0.000692672,,0.516041636,1.26E-05,,0.623619258,-0.000476132,,0.831106126,8.35E-05
0.833745182,0.000698987,,0.516735435,1.27E-05,,0.61867398,-0.000489881,,0.83306551,8.47E-05
0.835977077,0.000706314,,0.51792115,1.30E-05,,0.613655508,-0.000503112,,0.835032165,8.61E-05
0.837632358,0.000712281,,0.51919055,1.33E-05,,0.608640671,-0.000515651,,0.836994648,8.73E-05
0.839567006,0.000719396,,0.52000761,1.33E-05,,0.603650212,-0.000527373,,0.839042664,8.86E-05
0.841937423,0.000725688,,0.520908475,1.35E-05,,0.598665774,-0.00053815,,0.841118455,8.98E-05
0.843892276,0.000732434,,0.522279799,1.36E-05,,0.593575299,-0.000547985,,0.84303081,9.12E-05
0.845434964,0.000738273,,0.523213804,1.38E-05,,0.588582933,-0.000556512,,0.845055819,9.24E-05
0.847837806,0.000745348,,0.523996413,1.40E-05,,0.583574057,-0.000563699,,0.847085595,9.37E-05
0.849876285,0.000751598,,0.524798214,1.41E-05,,0.578532815,-0.000569333,,0.849021256,9.50E-05
0.851805508,0.000758037,,0.526149511,1.44E-05,,0.573558092,-0.00057329,,0.851043284,9.63E-05
0.853699744,0.000764086,,0.52723521,1.43E-05,,0.568621635,-0.000575314,,0.853054643,9.75E-05
0.855788171,0.000770616,,0.528072774,1.48E-05,,0.563647211,-0.000575366,,0.8550511,9.89E-05
0.858284116,0.000777097,,0.528997064,1.48E-05,,0.55855459,-0.000573406,,0.857022882,0.00010009
0.860105753,0.00078349,,0.52998507,1.50E-05,,0.553581119,-0.00056915,,0.859028876,0.000101416
0.861528814,0.000788683,,0.531144202,1.51E-05,,0.548538327,-0.000562741,,0.861104846,0.000102633
0.863930106,0.000795729,,0.532060087,1.55E-05,,0.543555498,-0.000554166,,0.863022447,0.000103914
0.865906,0.000801486,,0.533130765,1.57E-05,,0.538608611,-0.000543526,,0.865108848,0.000105189
0.868114889,0.000808177,,0.534183621,1.62E-05,,0.533635199,-0.000531156,,0.867051661,0.000106515
0.869830608,0.000813819,,0.534969628,1.59E-05,,0.528686821,-0.000517149,,0.869038105,0.000107709
0.871953905,0.00082038,,0.535913706,1.63E-05,,0.523526311,-0.000501937,,0.871044457,0.000109009
0.873911381,0.00082638,,0.53703475,1.64E-05,,0.518679678,-0.000485639,,0.872668922,0.000109985
0.875748754,0.000832932,,0.538220167,1.69E-05,,0.513586104,-0.000468749,,0.872668922,0.000109985
0.877886951,0.000838105,,0.539009392,1.70E-05,,0.508542299,-0.000451451,,0.872668922,0.000109985
0.880052745,0.000844804,,0.539948523,1.74E-05,,0.503506601,-0.000433945,,0.87902981,0.000115903
0.881695628,0.000850165,,0.540999413,1.72E-05,,0.498598576,-0.000416452,,0.881146729,0.000116218
0.883786559,0.000856564,,0.541947782,1.77E-05,,0.493563116,-0.000399347,,0.883095443,0.000117325
0.885987341,0.000862662,,0.542935431,1.78E-05,,0.488511235,-0.000382677,,0.885129869,0.00011838
0.887832344,0.000868696,,0.5439713,1.82E-05,,0.483499289,-0.000366581,,0.887081981,0.000119534
0.889693737,0.000874602,,0.54523325,1.82E-05,,0.478525877,-0.00035121,,0.889106452,0.000120696
0.891858399,0.000880855,,0.545839667,1.86E-05,,0.473585278,-0.000336457,,0.891052663,0.000121858
0.893601596,0.000886578,,0.547033191,1.89E-05,,0.468482524,-0.000322625,,0.893183291,0.000123065
0.895827532,0.00089292,,0.548084319,1.90E-05,,0.463559479,-0.000309477,,0.895103931,0.000124189
0.897649825,0.000898085,,0.549083233,1.92E-05,,0.458514959,-0.000297276,,0.897139609,0.000125323
0.899948239,0.000905071,,0.550062001,1.96E-05,,0.453531355,-0.000285747,,0.899126351,0.000126548
0.901777506,0.000910316,,0.550960124,1.95E-05,,0.448569804,-0.000274967,,0.901099801,0.000127583
0.903712332,0.000916303,,0.551887155,2.03E-05,,0.443439037,-0.000265032,,0.903085113,0.000128763
0.905575097,0.000921946,,0.552963614,2.01E-05,,0.438533813,-0.000255706,,0.905132473,0.000129899
0.907628953,0.000928329,,0.553797305,2.06E-05,,0.433498651,-0.000247052,,0.907094717,0.000131004
0.909971595,0.000934095,,0.555130303,2.07E-05,,0.428494066,-0.00023907,,0.909128428,0.000132093
0.911864638,0.000939902,,0.555942655,2.10E-05,,0.42349425,-0.000231649,,0.911152899,0.000133231
0.913839459,0.000945223,,0.557238162,2.13E-05,,0.418531686,-0.000224845,,0.913134098,0.000134245
0.915910661,0.000950972,,0.55813843,2.16E-05,,0.413540125,-0.000218449,,0.91511929,0.000135326
0.917547703,0.000956403,,0.559103251,2.18E-05,,0.408490956,-0.000212672,,0.917151511,0.000136376
0.919703603,0.000962737,,0.560279429,2.22E-05,,0.403520137,-0.000207255,,0.919042468,0.000137348
0.921602428,0.000968268,,0.56113863,2.23E-05,,0.398470432,-0.000202438,,0.921100378,0.000138378
0.923753679,0.000974062,,0.562193274,2.25E-05,,0.39343676,-0.000197952,,0.923102319,0.000139464
0.925697505,0.000979637,,0.563034415,2.27E-05,,0.388508976,-0.00019378,,0.925085187,0.000140331
0.927506447,0.000986728,,0.56397444,2.33E-05,,0.383462578,-0.000190045,,0.927142262,0.00014145
0.929822981,0.00099266,,0.565212488,2.35E-05,,0.378544182,-0.0001866,,0.929144502,0.000142337
0.931679487,0.000998903,,0.566078484,2.36E-05,,0.373483181,-0.000183529,,0.931111217,0.000143274
0.933479249,0.001005413,,0.567073107,2.40E-05,,0.368518353,-0.000180696,,0.933143914,0.000144174
0.935557127,0.001011146,,0.568208873,2.43E-05,,0.363499343,-0.000178158,,0.935113072,0.000145085
0.937771559,0.001017174,,0.568970084,2.45E-05,,0.358531952,-0.000175911,,0.937208354,0.000145966
0.939610004,0.001023278,,0.570112348,2.48E-05,,0.353496641,-0.000173888,,0.939118147,0.000146813
0.942106843,0.001028858,,0.570932209,2.51E-05,,0.348526925,-0.000172002,,0.941084206,0.000147551
0.943762004,0.001034649,,0.57198298,2.56E-05,,0.343577296,-0.000170386,,0.943122089,0.000148454
0.945591807,0.001039746,,0.573096931,2.57E-05,,0.338492304,-0.000168971,,0.945142269,0.000149202
0.947685122,0.001045121,,0.574183524,2.60E-05,,0.333537519,-0.000167742,,0.947206676,0.000150098
0.9497298,0.001050424,,0.575011551,2.64E-05,,0.328528643,-0.000166688,,0.949102461,0.000150723
0.951778471,0.001056268,,0.576213717,2.69E-05,,0.323453903,-0.000165782,,0.951175034,0.000151489
0.953847349,0.001061634,,0.57697314,2.68E-05,,0.318440646,-0.000165034,,0.953112781,0.000152126
0.955752373,0.001067494,,0.577999294,2.72E-05,,0.313571334,-0.000164333,,0.955164671,0.000152892
0.957786679,0.001073319,,0.578959465,2.78E-05,,0.308473021,-0.000163868,,0.957051873,0.000153411
0.959861279,0.001079328,,0.580258429,2.80E-05,,0.30346027,-0.000163462,,0.959069669,0.000154051
0.961842179,0.001084241,,0.581060171,2.81E-05,,0.298488915,-0.00016315,,0.961070061,0.000154639
0.963537395,0.001089571,,0.581992447,2.87E-05,,0.293446392,-0.000162988,,0.963127971,0.000155262
0.965837538,0.001094902,,0.583046794,2.89E-05,,0.288532346,-0.000162858,,0.965089142,0.00015569
0.967662275,0.001099994,,0.584054887,2.93E-05,,0.283476591,-0.00016282,,0.967085719,0.000156326
0.967662275,0.001099994,,0.584993422,2.95E-05,,0.278525531,-0.000162933,,0.969163418,0.000156789
0.967662275,0.001099994,,0.586050034,3.00E-05,,0.273492217,-0.000163111,,0.971134603,0.000157302
0.967662275,0.001099994,,0.586981416,3.02E-05,,0.26849705,-0.000163259,,0.973146141,0.000157658
0.967662275,0.001099994,,0.587851107,3.08E-05,,0.263425857,-0.000163652,,0.975084007,0.000158096
0.967662275,0.001099994,,0.589200199,3.09E-05,,0.258426875,-0.000164034,,0.977108479,0.000158429
0.967662275,0.001099994,,0.589867473,3.12E-05,,0.253519714,-0.00016436,,0.979073942,0.000158824
0.967662275,0.001099994,,0.590977311,3.17E-05,,0.248524114,-0.000164767,,0.9811095,0.00015915
0.967662275,0.001099994,,0.592054188,3.22E-05,,0.24350369,-0.000165277,,0.983114958,0.000159521
0.967662275,0.001099994,,0.592957914,3.24E-05,,0.238463983,-0.000165896,,0.985131502,0.000159797
0.967662275,0.001099994,,0.593791544,3.27E-05,,0.233522847,-0.00016637,,0.987081349,0.00016006
0.967662275,0.001099994,,0.595138669,3.31E-05,,0.22846435,-0.000166991,,0.989135385,0.00016028
0.967662275,0.001099994,,0.595902562,3.34E-05,,0.223481923,-0.00016758,,0.991158426,0.000160584
0.967662275,0.001099994,,0.59694469,3.38E-05,,0.218485788,-0.000168188,,0.993125796,0.000160719
0.967662275,0.001099994,,0.597976029,3.44E-05,,0.213456005,-0.000168852,,0.995099843,0.000160933
0.967662275,0.001099994,,0.599015474,3.44E-05,,0.208475158,-0.000169391,,0.997027993,0.000160995
0.967662275,0.001099994,,0.600056946,3.48E-05,,0.203497842,-0.000169972,,0.999113023,0.000161242
0.967662275,0.001099994,,0.601062238,3.51E-05,,0.198512658,-0.000170612,,1.001161337,0.00016138
0.967662275,0.001099994,,0.602169096,3.58E-05,,0.193406552,-0.000171232,,1.003120303,0.000161486
0.967662275,0.001099994,,0.603227317,3.63E-05,,0.188453496,-0.000171762,,1.005112052,0.000161519
0.967662275,0.001099994,,0.604119599,3.67E-05,,0.183482885,-0.000172278,,1.007164121,0.000161672
0.967662275,0.001099994,,0.60512197,3.68E-05,,0.17842795,-0.00017291,,1.009183526,0.000161787
0.967662275,0.001099994,,0.605854988,3.74E-05,,0.173452884,-0.000173429,,1.011092782,0.000161803
0.967662275,0.001099994,,0.607090175,3.77E-05,,0.168436736,-0.000173956,,1.013156176,0.000161818
0.967662275,0.001099994,,0.607943833,3.82E-05,,0.163433507,-0.000174503,,1.015123725,0.000161861
0.967662275,0.001099994,,0.609111488,3.83E-05,,0.158453643,-0.00017509,,1.017080069,0.00016184
0.967662275,0.001099994,,0.609874487,3.88E-05,,0.153432339,-0.000175742,,1.019107938,0.00016191
0.967662275,0.001099994,,0.611045957,3.92E-05,,0.148496091,-0.000176329,,1.021121502,0.000161857
0.967662275,0.001099994,,0.612072885,3.99E-05,,0.143483475,-0.000177145,,1.023102403,0.000161864
0.967662275,0.001099994,,0.613094509,4.01E-05,,0.138440788,-0.000178209,,1.025127411,0.000161903
0.967662275,0.001099994,,0.613959551,4.06E-05,,0.133445412,-0.000179366,,1.027150154,0.00016189
1.030098915,0.00124401,,0.614786983,4.10E-05,,0.128430352,-0.000180681,,1.029102683,0.000161778
1.032048821,0.001246317,,0.616116345,4.17E-05,,0.123400822,-0.000182449,,1.031131625,0.000161796
1.033914208,0.001248332,,0.616963983,4.16E-05,,0.118471332,-0.000184593,,1.033201575,0.000161727
1.035937548,0.001252657,,0.618048906,4.23E-05,,0.113384053,-0.00018738,,1.035176873,0.000161699
1.038039923,0.001256223,,0.619118869,4.28E-05,,0.108456582,-0.000190679,,1.037207127,0.000161596
1.039681077,0.001256635,,0.620110691,4.34E-05,,0.103429429,-0.000194854,,1.039125085,0.000161514
1.041859508,0.001260388,,0.620962083,4.34E-05,,0.098463133,-0.000200117,,1.041131854,0.000161406
1.043808222,0.001263278,,0.621917784,4.43E-05,,0.093392976,-0.000206584,,1.043109894,0.00016136
1.045911074,0.001266029,,0.622976065,4.45E-05,,0.088401355,-0.000214302,,1.045192838,0.000161272
1.047690153,0.001267069,,0.624144077,4.50E-05,,0.083451852,-0.00022351,,1.047076225,0.00016113
1.050056458,0.001272231,,0.625227392,4.53E-05,,0.078470536,-0.000234388,,1.049166441,0.000161083
1.051697731,0.001273309,,0.626124859,4.59E-05,,0.073510446,-0.000246827,,1.051159143,0.000161023
1.053970456,0.001276711,,0.627033472,4.63E-05,,0.068495668,-0.000260469,,1.053202271,0.000160902
1.05598402,0.001280537,,0.628004372,4.69E-05,,0.063503802,-0.000274677,,1.055157661,0.000160774
1.057836533,0.001280478,,0.629228771,4.71E-05,,0.058482192,-0.00028913,,1.05709815,0.000160638
1.059966683,0.00128473,,0.630070627,4.78E-05,,0.053433411,-0.000302875,,1.059106588,0.000160602
1.062212586,0.001287696,,0.630908251,4.81E-05,,0.048463974,-0.000314849,,1.061092734,0.00016046
1.063875437,0.001288652,,0.632012129,4.89E-05,,0.04347153,-0.000324378,,1.063150048,0.00016041
1.066004395,0.001291216,,0.633244157,4.90E-05,,0.038433712,-0.000331853,,1.065104365,0.000160252
1.06789434,0.001292379,,0.633926749,4.97E-05,,0.033378121,-0.000337753,,1.06715107,0.000160189
1.070155501,0.00129637,,0.634981334,5.04E-05,,0.028537113,-0.000343627,,1.069080949,0.000160029
1.071765065,0.001295871,,0.636153936,5.07E-05,,0.023442322,-0.000351694,,1.07106328,0.000159964
1.073990107,0.001299729,,0.636944056,5.11E-05,,0.018413434,-0.000363092,,1.073135138,0.000159849
1.075937271,0.001301379,,0.638292849,5.18E-05,,0.013481691,-0.000378459,,1.075125575,0.000159806
1.077944517,0.001302745,,0.639121056,5.23E-05,,0.008434188,-0.000398074,,1.077085614,0.000159631
1.079752564,0.001304302,,0.639913082,5.29E-05,,0.003479475,-0.000421687,,1.079131603,0.00015957
1.081799507,0.001306258,,0.640952468,5.31E-05,,-0.001472235,-0.000450046,,1.081118345,0.000159429
1.084100485,0.001309894,,0.641963363,5.38E-05,,-0.006566849,-0.000480616,,1.083115697,0.000159375
1.086060047,0.00131164,,0.643097222,5.43E-05,,-0.011561395,-0.000515104,,1.085085988,0.000159231
1.088161469,0.001313686,,0.644163132,5.50E-05,,-0.016488431,-0.000552294,,1.087124944,0.000159171
1.090152979,0.001316163,,0.644877791,5.53E-05,,-0.021537228,-0.000591087,,1.089135408,0.000159049
1.091841578,0.001315386,,0.6459077,5.61E-05,,-0.026620943,-0.000628912,,1.0911026,0.000158987
1.093945742,0.001317758,,0.646780968,5.66E-05,,-0.031533863,-0.000663107,,1.093093276,0.000158889
1.096063733,0.001320304,,0.648117423,5.73E-05,,-0.036602382,-0.000691207,,1.09506166,0.000158782
1.097846389,0.001320703,,0.649159431,5.73E-05,,-0.041518904,-0.00071069,,1.096974611,0.000158635
1.099844575,0.001322015,,0.650209904,5.84E-05,,-0.046655271,-0.000719808,,1.099075198,0.000158613
1.102042556,0.001324425,,0.651151955,5.88E-05,,-0.051575787,-0.000717181,,1.101150513,0.000158559
1.103857994,0.001326139,,0.651905239,5.93E-05,,-0.056617185,-0.00070458,,1.103036761,0.000158465
1.105802894,0.00132706,,0.652781785,5.99E-05,,-0.061597936,-0.0006848,,1.105056643,0.000158387
1.108007431,0.001328417,,0.654072165,6.08E-05,,-0.066596299,-0.0006632,,1.107055902,0.000158339
1.110096216,0.001331797,,0.655161977,6.12E-05,,-0.071569443,-0.000644493,,1.10902226,0.000158237
1.112035155,0.001332745,,0.65606916,6.19E-05,,-0.076599866,-0.000632827,,1.111059546,0.000158223
1.114045382,0.001333825,,0.657110512,6.24E-05,,-0.081610538,-0.000629764,,1.113044024,0.000158158
1.115791082,0.001334504,,0.658071876,6.31E-05,,-0.086626962,-0.000635049,,1.1151191,0.000158141
1.118183017,0.0013373,,0.65896982,6.37E-05,,-0.091566809,-0.000648559,,1.117103815,0.000158024
1.119725585,0.001336347,,0.659973741,6.43E-05,,-0.096527964,-0.000669892,,1.119110107,0.000157954
1.122097254,0.00134,,0.661029696,6.47E-05,,-0.101553969,-0.000698294,,1.121113777,0.000157879
1.123950839,0.001340176,,0.661859572,6.58E-05,,-0.106592983,-0.000733047,,1.123100758,0.000157869
1.125781059,0.001340309,,0.662925661,6.61E-05,,-0.111584999,-0.000772432,,1.125047445,0.000157758
1.127624273,0.001340619,,0.664170861,6.70E-05,,-0.116588823,-0.000812975,,1.12709856,0.000157773
1.129915237,0.001345182,,0.665175378,6.75E-05,,-0.121564969,-0.000851207,,1.129130483,0.000157727
1.131887674,0.001345567,,0.666116595,6.85E-05,,-0.126576424,-0.000881063,,1.131021619,0.000157668
1.134078145,0.001348021,,0.666745603,6.91E-05,,-0.131567389,-0.000897425,,1.133137107,0.000157656
1.135971189,0.001347894,,0.668093324,6.99E-05,,-0.136646479,-0.00089674,,1.135147572,0.000157653
1.137836576,0.001348571,,0.668975234,7.03E-05,,-0.141621545,-0.000877359,,1.137179375,0.000157577
1.139902472,0.00135055,,0.670095086,7.13E-05,,-0.146631315,-0.000842247,,1.139113665,0.000157561
1.141874313,0.001351869,,0.670930684,7.21E-05,,-0.151622936,-0.00079741,,1.141138792,0.000157512
1.143988252,0.001352685,,0.672067702,7.28E-05,,-0.156610057,-0.000750751,,1.143111587,0.000157469
1.14568603,0.001353706,,0.673302293,7.33E-05,,-0.161673859,-0.000708692,,1.145124078,0.000157419
1.147707343,0.001355761,,0.673906446,7.42E-05,,-0.166593447,-0.000673718,,1.147141933,0.000157404
1.149716258,0.001355138,,0.675104201,7.51E-05,,-0.171636447,-0.00064662,,1.149070144,0.000157285
1.151996374,0.001358875,,0.675816298,7.60E-05,,-0.176613674,-0.000626545,,1.151174784,0.000157384
1.154081464,0.001359769,,0.677234948,7.64E-05,,-0.181669667,-0.000612401,,1.153135657,0.000157262
1.155650377,0.001359121,,0.677756608,7.74E-05,,-0.186637655,-0.000604144,,1.155116796,0.000157268
1.157927275,0.00136161,,0.679043531,7.85E-05,,-0.191645771,-0.000602219,,1.157155991,0.000157243
1.15992415,0.001362416,,0.680196345,7.93E-05,,-0.19647035,-0.000607064,,1.15913403,0.000157272
1.161919951,0.00136361,,0.680951834,8.00E-05,,-0.201578364,-0.000622169,,1.161105514,0.000157224
1.163859248,0.001364551,,0.682239532,8.10E-05,,-0.206611693,-0.000649618,,1.163102031,0.000157289
1.166025996,0.001367348,,0.682990313,8.17E-05,,-0.211518109,-0.000692328,,1.165106177,0.000157252
1.16808176,0.001368778,,0.684033036,8.28E-05,,-0.216536358,-0.000754575,,1.167108178,0.000157286
1.169931293,0.001369174,,0.685206115,8.36E-05,,-0.221539095,-0.000839684,,1.169093251,0.000157307
1.171884656,0.001369931,,0.686109841,8.49E-05,,-0.226597652,-0.00095022,,1.171103835,0.000157355
1.173821688,0.001370343,,0.687031507,8.56E-05,,-0.231520474,-0.001088194,,1.173110723,0.000157413
1.176166773,0.001375059,,0.687915385,8.66E-05,,-0.231797665,-0.001097352,,1.175136805,0.000157506
1.178041458,0.001372727,,0.688922346,8.74E-05,,-0.231797665,-0.001097352,,1.177148819,0.0001575
1.180021763,0.001374393,,0.689804196,8.85E-05,,-0.231797665,-0.001097352,,1.179170728,0.000157578
1.182211041,0.001377319,,0.691115439,8.95E-05,,-0.231797665,-0.001097352,,1.181124926,0.000157586
1.183708668,0.001376822,,0.692040205,9.08E-05,,-0.231797665,-0.001097352,,1.183083415,0.000157658
1.185789824,0.001378026,,0.693366528,9.17E-05,,-0.231797665,-0.001097352,,1.185130358,0.000157745
1.18792367,0.001379418,,0.694414675,9.29E-05,,-0.215296879,0.000232572,,1.187121034,0.000157824
1.189690471,0.00137963,,0.694949031,9.39E-05,,-0.209768072,0.000354086,,1.189158678,0.000157905
1.191783309,0.001381899,,0.696143031,9.50E-05,,-0.204378039,0.000398692,,1.191124916,0.000158012
1.193920135,0.001383612,,0.697118342,9.58E-05,,-0.198964804,0.000415304,,1.193115234,0.000158057
1.196358442,0.001386627,,0.697919786,9.74E-05,,-0.193616524,0.000403506,,1.195110559,0.000158224
1.197978258,0.001386526,,0.698846817,9.85E-05,,-0.188470215,0.000381733,,1.197124124,0.000158353
