
,t,E,I,assortment
,0.1,0.00051207363139838,4.46176938712597E-5,A
,0.2,0.00236099376343191,4.69743236899376E-5,A
,0.3,0.00430890079587698,4.9463763833046E-5,A
,0.4,0.00651896791532636,5.21784424781799E-5,A
,0.5,0.00860001053661108,5.4879155009985E-5,A
,0.6,0.0106001915410161,5.76284341514111E-5,A
,0.7,0.0127502242103219,6.04384019970894E-5,A
,0.8,0.0146870715543628,6.32985532283783E-5,A
,0.9,0.0166003853082657,6.62206038832664E-5,A
,1.0,0.0186819061636925,6.92213550209999E-5,A
,1.1,0.0205736793577671,7.22407326102257E-5,A
,1.2,0.0227207262068987,7.52956941723824E-5,A
,1.3,0.0246688760817051,7.83628299832344E-5,A
,1.4,0.0267145615071058,8.1446036696434E-5,A
,1.5,0.0286889094859362,8.4521546959877E-5,A
,1.6,0.0307194646447897,8.76821354031563E-5,A
,1.7,0.0326743014156818,9.08456966280937E-5,A
,1.8,0.0346943624317646,9.40359383821487E-5,A
,1.9,0.0365828201174736,9.72497537732124E-5,A
,2.0,0.0386757180094719,0.000100481458008289,A
,2.1,0.0408935956656933,0.000103737354278564,A
,2.2,0.0427354909479618,0.000106974817812443,A
,2.3,0.0443322546780109,0.000109960570931435,A
,2.4,0.0443322546780109,0.000109960570931435,A
,2.5,0.0443322546780109,0.000109960570931435,A
,2.6,0.0507336258888245,0.000122326292097569,A
,2.7,0.0528626255691051,0.000124120190739632,A
,2.8,0.0546122826635838,0.000127177074551582,A
,2.9,0.0565199665725231,0.000130269899964333,A
,3.0,0.0586956068873405,0.000133406937122345,A
,3.1,0.0607406087219715,0.000136642590165138,A
,3.2,0.0626548752188683,0.000139589190483093,A
,3.3,0.0645695999264717,0.000142593562602997,A
,3.4,0.0666751191020012,0.000145697876811028,A
,3.5,0.0686342418193817,0.000148633122444153,A
,3.6,0.070639356970787,0.000151591196656227,A
,3.7,0.0727515518665314,0.000154479563236237,A
,3.8,0.0747025907039642,0.00015735025703907,A
