
,t,E,I,assortment
,17.4,-0.133071333169937,1.46797695197165E-6,A
,17.5,-0.128118589520454,1.68174726422876E-6,A
,17.6,-0.123083233833313,1.8917778506875E-6,A
,17.7,-0.118091732263565,2.09401664324105E-6,A
,17.8,-0.113136544823647,2.28272308595479E-6,A
,17.9,-0.10804221779108,2.46979063376784E-6,A
,18.0,-0.103135854005814,2.63731135055423E-6,A
,18.1,-0.098037026822567,2.80339177697897E-6,A
,18.2,-0.0930668562650681,2.95855617150664E-6,A
,18.3,-0.088100790977478,3.09743406251073E-6,A
,18.4,-0.0830124467611313,3.23270703665912E-6,A
,18.5,-0.0780851915478706,3.35456617176533E-6,A
,18.6,-0.0731001868844032,3.46881523728371E-6,A
,18.7,-0.0680963173508644,3.5738165024668E-6,A
,18.8,-0.0630928874015808,3.67451412603259E-6,A
,18.9,-0.0580097027122974,3.77608928829432E-6,A
,19.0,-0.0530997514724731,3.86330927722156E-6,A
,19.1,-0.0480762422084808,3.95287806168199E-6,A
,19.2,-0.0430702902376652,4.03794180601835E-6,A
,19.3,-0.0380091741681099,4.12734877318144E-6,A
,19.4,-0.0330581702291965,4.20834450051188E-6,A
,19.5,-0.0280460994690657,4.28480328992009E-6,A
,19.6,-0.0230871923267841,4.36397362500429E-6,A
,19.7,-0.0181009452790022,4.44257585331798E-6,A
,19.8,-0.0130523080006242,4.52207401394844E-6,A
,19.9,-0.00806876551359892,4.59738029167056E-6,A
,20.0,-0.00296563259325922,4.67693572863936E-6,A

