
,t,E,I,assortment
,9.1,0.180919140577316,6.87435194849968E-5,A
,9.2,0.182854309678078,6.84512853622437E-5,A
,9.3,0.18493989109993,6.81661516427994E-5,A
,9.4,0.18685881793499,6.78893700242043E-5,A
,9.5,0.188928171992302,6.76231235265732E-5,A
,9.6,0.190977990627289,6.73686265945435E-5,A
,9.7,0.192861393094063,6.71093910932541E-5,A
,9.8,0.194874510169029,6.68654143810272E-5,A
,9.9,0.196923792362213,6.66251257061958E-5,A
,10.0,0.198929741978645,6.64001703262329E-5,A
,10.1,0.200904250144958,6.61736354231834E-5,A
,10.2,0.202936440706253,6.59585520625114E-5,A
,10.3,0.204886168241501,6.57464042305946E-5,A
,10.4,0.206920936703682,6.55479282140732E-5,A
,10.5,0.208913788199425,6.53515160083771E-5,A
,10.6,0.211019948124886,6.51699900627136E-5,A
,10.7,0.212963506579399,6.49859458208084E-5,A
,10.8,0.214955359697342,6.48089572787285E-5,A
,10.9,0.216941699385643,6.46390095353127E-5,A
,11.0,0.218888387084007,6.44723549485207E-5,A
,11.1,0.220901653170586,6.43108934164047E-5,A
,11.2,0.22299724817276,6.4166285097599E-5,A
,11.3,0.224952757358551,6.40116930007935E-5,A
,11.4,0.226927042007446,6.38703852891922E-5,A
,11.5,0.228880241513252,6.37246742844582E-5,A
,11.6,0.230979382991791,6.36015385389328E-5,A
,11.7,0.232945486903191,6.34686723351479E-5,A
,11.8,0.234929278492928,6.33463263511658E-5,A
,11.9,0.236889705061913,6.32196813821793E-5,A
,12.0,0.238957524299622,6.31069839000702E-5,A
,12.1,0.240906745195389,6.29933252930641E-5,A
,12.2,0.242958039045334,6.28859624266624E-5,A
,12.3,0.245018541812897,6.27831816673279E-5,A
,12.4,0.246997743844986,6.26806989312172E-5,A
,12.5,0.248932868242264,6.25715330243111E-5,A
,12.6,0.250930577516556,6.24747611582279E-5,A
,12.7,0.252960830926895,6.23813681304455E-5,A
,12.8,0.254952013492584,6.22895732522011E-5,A
,12.9,0.257045418024063,6.22027032077312E-5,A
,13.0,0.258845001459122,6.21024593710899E-5,A
,13.1,0.260856658220291,6.20158165693283E-5,A
,13.2,0.262926697731018,6.19350410997868E-5,A
,13.3,0.264989614486694,6.18604682385921E-5,A
,13.4,0.266906559467316,6.1770386993885E-5,A
,13.5,0.26898917555809,6.16972930729389E-5,A
,13.6,0.270886301994324,6.16142228245735E-5,A
,13.7,0.272933810949326,6.1543196439743E-5,A
,13.8,0.274987936019897,6.14712499082088E-5,A
,13.9,0.276932030916214,6.13936260342598E-5,A
,14.0,0.278967350721359,6.13266341388226E-5,A
,14.1,0.280937850475311,6.12551011145115E-5,A
,14.2,0.282881528139114,6.11851550638676E-5,A
,14.3,0.284916251897812,6.11221864819527E-5,A
,14.4,0.286947935819626,6.1061192303896E-5,A
,14.5,0.288939356803894,6.099858507514E-5,A
,14.6,0.290910422801971,6.09381534159184E-5,A
,14.7,0.292858392000198,6.08751364052296E-5,A
,14.8,0.294963002204895,6.08255974948406E-5,A
,14.9,0.296989411115646,6.07695877552032E-5,A
,15.0,0.298886924982071,6.07118494808674E-5,A
,15.1,0.300897657871246,6.06555379927158E-5,A
,15.2,0.302898019552231,6.06055296957493E-5,A
,15.3,0.30490705370903,6.0554601252079E-5,A
,15.4,0.306876182556152,6.05060420930386E-5,A
,15.5,0.30891740322113,6.04571141302586E-5,A
,15.6,0.310914695262909,6.04127198457718E-5,A
,15.7,0.312897622585297,6.03642091155052E-5,A
,15.8,0.315008550882339,6.032744795084E-5,A
,15.9,0.316904723644257,6.02769926190376E-5,A
,16.0,0.318881183862686,6.02356269955635E-5,A
,16.1,0.32091149687767,6.0195229947567E-5,A
,16.2,0.322906017303467,6.01565800607204E-5,A
,16.3,0.324909269809723,6.01173974573612E-5,A
,16.4,0.326891541481018,6.00802712142467E-5,A
,16.5,0.328930199146271,6.00440204143524E-5,A
,16.6,0.33096906542778,6.00237958133221E-5,A
,16.7,0.332975000143051,5.99764510989189E-5,A
,16.8,0.334877848625183,5.99332079291344E-5,A
,16.9,0.336904406547546,5.99036514759064E-5,A
,17.0,0.3389553129673,5.98738603293896E-5,A
,17.1,0.340889066457748,5.98377771675587E-5,A
,17.2,0.342941552400589,5.98121620714664E-5,A
,17.3,0.344899266958237,5.97786083817482E-5,A
,17.4,0.34694766998291,5.97553886473179E-5,A
,17.5,0.348955631256104,5.97239509224892E-5,A
,17.6,0.350957423448563,5.97014538943768E-5,A
,17.7,0.3528793156147,5.96631579101086E-5,A
,17.8,0.354917138814926,5.96447661519051E-5,A
,17.9,0.356989830732346,5.96202947199345E-5,A
,18.0,0.35893639922142,5.95931708812714E-5,A
,18.1,0.360905885696411,5.95679432153702E-5,A
,18.2,0.36299741268158,5.95539435744286E-5,A
,18.3,0.364995360374451,5.95249980688095E-5,A
,18.4,0.367011308670044,5.95050938427448E-5,A
,18.5,0.368970662355423,5.94783499836922E-5,A
,18.6,0.370886087417603,5.94556741416454E-5,A
,18.7,0.372933775186539,5.94326928257942E-5,A
,18.8,0.374916553497314,5.94142824411392E-5,A
,18.9,0.376991748809814,5.93956783413887E-5,A
,19.0,0.378887712955475,5.93733228743076E-5,A
,19.1,0.380853086709976,5.93525879085064E-5,A
,19.2,0.382946342229843,5.9342373162508E-5,A
,19.3,0.384967654943466,5.93228749930859E-5,A
,19.4,0.386967390775681,5.93073181807995E-5,A
,19.5,0.388865053653717,5.92880770564079E-5,A
,19.6,0.390951305627823,5.92775382101536E-5,A
,19.7,0.39300012588501,5.92646151781082E-5,A
,19.8,0.394928276538849,5.92482835054398E-5,A
,19.9,0.396934449672699,5.92320524156094E-5,A
,20.0,0.398934930562973,5.92206493020058E-5,A
,20.1,0.400935232639313,5.92085979878902E-5,A
,20.2,0.402850538492203,5.91902732849121E-5,A
,20.3,0.404796481132507,5.91772273182869E-5,A
,20.4,0.406898587942123,5.91692477464676E-5,A
,20.5,0.409010469913483,5.91655448079109E-5,A
,20.6,0.410912364721298,5.9150580316782E-5,A
,20.7,0.41292068362236,5.91407977044582E-5,A
,20.8,0.414949685335159,5.91354891657829E-5,A
,20.9,0.416932255029678,5.91272078454494E-5,A
,21.0,0.418934047222137,5.91172985732555E-5,A
,21.1,0.420926243066788,5.91108947992325E-5,A
,21.2,0.422924727201462,5.91055266559124E-5,A
,21.3,0.424985110759735,5.90970553457737E-5,A
,21.4,0.42691758275032,5.90931735932827E-5,A
,21.5,0.429058223962784,5.90916536748409E-5,A
,21.6,0.430960148572922,5.90849965810776E-5,A
,21.7,0.432943612337112,5.90770840644836E-5,A
,21.8,0.434936106204987,5.90759292244911E-5,A
,21.9,0.437002331018448,5.90753369033337E-5,A
,22.0,0.438985884189606,5.90730011463165E-5,A
,22.1,0.441025882959366,5.90736642479897E-5,A
,22.2,0.442902415990829,5.90634681284428E-5,A
,22.3,0.444926172494888,5.9062197804451E-5,A
,22.4,0.446950554847717,5.90630583465099E-5,A
,22.5,0.44896000623703,5.90650290250778E-5,A
,22.6,0.450925320386887,5.90605400502682E-5,A
,22.7,0.452930361032486,5.90661950409412E-5,A
,22.8,0.454973101615906,5.90697079896927E-5,A
,22.9,0.456969320774078,5.90710490942001E-5,A
,23.0,0.458878308534622,5.90660125017166E-5,A
,23.1,0.460974842309952,5.90783916413784E-5,A
,23.2,0.462950259447098,5.90811744332314E-5,A
,23.3,0.465009540319443,5.9086125344038E-5,A
,23.4,0.46694353222847,5.90839274227619E-5,A
,23.5,0.468863636255264,5.90894632041454E-5,A
,23.6,0.470971673727036,5.91056756675243E-5,A
,23.7,0.47290626168251,5.91097958385944E-5,A
,23.8,0.474876403808594,5.91217391192913E-5,A
,23.9,0.476956158876419,5.91387450695038E-5,A
,24.0,0.478932321071625,5.91574423015118E-5,A
,24.1,0.480910301208496,5.91674111783504E-5,A
,24.2,0.482958525419235,5.91874271631241E-5,A
,24.3,0.484904259443283,5.91996386647224E-5,A
,24.4,0.486859261989594,5.92142418026924E-5,A
,24.5,0.488921105861664,5.92328161001205E-5,A
,24.6,0.491021633148193,5.9260617941618E-5,A
,24.7,0.492903918027878,5.92638365924358E-5,A
,24.8,0.49493408203125,5.92895038425922E-5,A
,24.9,0.497002691030502,5.93065991997719E-5,A
,25.0,0.498900026082993,5.93235976994038E-5,A
,25.1,0.499523520469666,5.87659291923046E-5,C
,25.2,0.497507989406586,5.84480203688145E-5,C
,25.3,0.495544165372849,5.82519322633743E-5,C
