
,t,E,I,assortment
,0.1,0.000622095889411867,5.0653912127018E-5,A
,0.2,0.00258953147567809,5.35360500216484E-5,A
,0.3,0.0046279039233923,5.64176216721535E-5,A
,0.4,0.00668015424162149,5.93915767967701E-5,A
,0.5,0.00863816402852535,6.24518878757954E-5,A
,0.6,0.0106778033077717,6.55927285552025E-5,A
,0.7,0.0126017360016704,6.88173174858093E-5,A
,0.8,0.0146311167627573,7.20708593726158E-5,A
,0.9,0.0166348293423653,7.53733441233635E-5,A
,1.0,0.0185552407056093,7.87284448742867E-5,A
,1.1,0.0205467529594898,8.2131952047348E-5,A
,1.2,0.0225428622215986,8.56018289923668E-5,A
,1.3,0.0246094707399607,8.91499593853951E-5,A
,1.4,0.0265091992914677,9.27331000566483E-5,A
,1.5,0.0285431332886219,9.63618457317352E-5,A
,1.6,0.03047183342278,0.000100061506032944,A
,1.7,0.0325256586074829,0.000103826344013214,A
,1.8,0.0344283953309059,0.00010767837613821,A
,1.9,0.0356724970042706,0.00010993454605341,A
,2.0,0.0356724970042706,0.00010993454605341,A
,2.1,0.0356724970042706,0.00010993454605341,A
,2.2,0.0424626208841801,0.000124528951942921,A
,2.3,0.0445547811686993,0.000128258585929871,A
,2.4,0.0465507656335831,0.000132162526249886,A
,2.5,0.0484969094395638,0.00013609890639782,A
,2.6,0.0504594668745995,0.000140081062912941,A
,2.7,0.0525262616574764,0.000144155636429787,A
,2.8,0.0544785931706429,0.000148204237222672,A
,2.9,0.0565256290137768,0.000152304783463478,A
,3.0,0.0585881397128105,0.000156482428312302,A
,3.1,0.0605156235396862,0.000160514622926712,A
,3.2,0.0626702681183815,0.000164653927087784,A
,3.3,0.0646421015262604,0.000168649360537529,A
,3.4,0.0666703507304192,0.000172667130827904,A
,3.5,0.0686217695474625,0.000176588445901871,A
,3.6,0.0706498771905899,0.000180558681488037,A
,3.7,0.0726801827549934,0.000184450209140778,A
,3.8,0.0747407674789429,0.000188421979546547,A
,3.9,0.0767216756939888,0.000192027777433395,A
,4.0,0.0787545591592789,0.000195719555020332,A
,4.1,0.0808500647544861,0.000199401825666428,A
,4.2,0.0828114449977875,0.000202879622578621,A
,4.3,0.084801509976387,0.000206364944577217,A
,4.4,0.0868838056921959,0.000209999218583107,A
,4.5,0.0888172909617424,0.000212958127260208,A
,4.6,0.0907949954271317,0.000216203913092613,A
,4.7,0.0927750691771507,0.000219275176525116,A
,4.8,0.0947762727737427,0.00022230389714241,A
,4.9,0.0967797115445137,0.000225150361657143,A
,5.0,0.0988133922219276,0.000228136584162712,A
,5.1,0.100811950862408,0.000230751559138298,A
,5.2,0.102919168770313,0.000233414605259895,A
,5.3,0.104776151478291,0.000235591605305672,A
,5.4,0.106835924088955,0.000238283529877663,A
,5.5,0.108849070966244,0.000240428566932678,A
,5.6,0.110858537256718,0.000242503643035889,A
,5.7,0.112786188721657,0.000244473040103912,A
,5.8,0.114850558340549,0.000246419742703438,A
,5.9,0.116870038211346,0.00024822573363781,A
,6.0,0.118883349001408,0.000249798253178596,A
,6.1,0.120803356170654,0.000251359045505524,A
,6.2,0.12288624048233,0.000252770900726318,A
,6.3,0.124905124306679,0.000254085868597031,A
,6.4,0.126816213130951,0.000255211025476456,A
,6.5,0.129031330347061,0.000256223767995834,A
,6.6,0.130795925855637,0.000257155358791351,A
,6.7,0.133033871650696,0.000258246898651123,A
,6.8,0.134976014494896,0.000258767157793045,A
,6.9,0.136916145682335,0.000259512931108475,A
,7.0,0.138945430517197,0.000260021567344666,A
,7.1,0.140882983803749,0.000260436117649078,A
,7.2,0.142879098653793,0.000260798126459122,A
,7.3,0.144946306943893,0.000261054903268814,A
,7.4,0.146934196352959,0.000261202782392502,A
,7.5,0.148944601416588,0.000261251747608185,A
,7.6,0.150879994034767,0.000261209309101105,A
,7.7,0.152943938970566,0.000261181443929672,A
,7.8,0.15484893321991,0.000260954737663269,A
,7.9,0.156928673386574,0.000260800361633301,A
,8.0,0.15888711810112,0.000260477423667908,A
,8.1,0.160993099212646,0.000260179728269577,A
,8.2,0.16289746761322,0.000259734928607941,A
,8.3,0.16494445502758,0.000259327858686447,A
,8.4,0.167023926973343,0.00025901859998703,A
,8.5,0.168934121727943,0.000258275330066681,A
,8.6,0.170954167842865,0.000257704854011536,A
,8.7,0.172906413674355,0.000257049411535263,A
,8.8,0.174982443451881,0.000256449908018112,A
,8.9,0.176983892917633,0.000255769073963165,A
,9.0,0.179012134671211,0.000255115389823914,A
