
,t,E,I,assortment
,30.4,0.393494695425034,1.57529916614294E-5,C
,30.5,0.391511231660843,1.57236456871033E-5,C
,30.6,0.389549106359482,1.56923029571772E-5,C
,30.7,0.38752406835556,1.56576111912727E-5,C
,30.8,0.385493010282516,1.56218055635691E-5,C
,30.9,0.383549273014069,1.55954426154494E-5,C
,31.0,0.381504058837891,1.55633063986897E-5,C
,31.1,0.379556983709335,1.55329667031765E-5,C
,31.2,0.377509027719498,1.5499534085393E-5,C
,31.3,0.375508397817612,1.54711725190282E-5,C
,31.4,0.373515754938126,1.54374111443758E-5,C
,31.5,0.371513724327087,1.54076442122459E-5,C
,31.6,0.369556069374084,1.53763582929969E-5,C
,31.7,0.367553144693375,1.5355221927166E-5,C
,31.8,0.365482956171036,1.53191890567541E-5,C
,31.9,0.363606005907059,1.53002301231027E-5,C
,32.0,0.361543506383896,1.5268218703568E-5,C
,32.1,0.359543979167938,1.52383530512452E-5,C
,32.2,0.357516348361969,1.52108389884233E-5,C
,32.3,0.355492204427719,1.51815433055162E-5,C
,32.4,0.353520125150681,1.51567161083221E-5,C
,32.5,0.351578652858734,1.51341892778873E-5,C
,32.6,0.34948718547821,1.51031343266368E-5,C
,32.7,0.347564995288849,1.50822820141912E-5,C
,32.8,0.345504760742188,1.50528680533171E-5,C
,32.9,0.343541294336319,1.50309791788459E-5,C
,33.0,0.34154224395752,1.5005168505013E-5,C
,33.1,0.339522391557693,1.49804493412375E-5,C
,33.2,0.337446421384811,1.49500640109181E-5,C
,33.3,0.335515856742859,1.49321854114532E-5,C
,33.4,0.33354651927948,1.49084441363811E-5,C
,33.5,0.331561267375946,1.48836988955736E-5,C
,33.6,0.329521089792252,1.4857011847198E-5,C
,33.7,0.327536731958389,1.48386927321553E-5,C
,33.8,0.325529098510742,1.48125421255827E-5,C
,33.9,0.323555707931519,1.47926975041628E-5,C
,34.0,0.321515172719955,1.47672686725855E-5,C
,34.1,0.319431692361832,1.47384712472558E-5,C
,34.2,0.317555785179138,1.47239789366722E-5,C
,34.3,0.315487563610077,1.46964713931084E-5,C
,34.4,0.313477128744125,1.46758072078228E-5,C
,34.5,0.311477094888687,1.46504435688257E-5,C
,34.6,0.309568554162979,1.46358665078878E-5,C
,34.7,0.307472079992294,1.46063640713692E-5,C
,34.8,0.305554151535034,1.4590254984796E-5,C
,34.9,0.303515285253525,1.4566145837307E-5,C
,35.0,0.301526129245758,1.45493848249316E-5,C
,35.1,0.299610406160355,1.45301995798945E-5,C
,35.2,0.29754039645195,1.45036904141307E-5,C
,35.3,0.295508354902267,1.4483992010355E-5,C
,35.4,0.29346176981926,1.44581943750381E-5,C
,35.5,0.291476160287857,1.44372005015612E-5,C
,35.6,0.289548516273499,1.44179156050086E-5,C
,35.7,0.287502437829971,1.43982470035553E-5,C
,35.8,0.285506159067154,1.43767315894365E-5,C
,35.9,0.283520668745041,1.4358501881361E-5,C
,36.0,0.281563609838486,1.43363093957305E-5,C
,36.1,0.279501616954803,1.43150528892875E-5,C
,36.2,0.277479827404022,1.42891108989716E-5,C
,36.3,0.275542855262756,1.42746055498719E-5,C
,36.4,0.273509800434113,1.424740254879E-5,C
,36.5,0.271538972854614,1.42290173098445E-5,C
,36.6,0.269555598497391,1.42059661448002E-5,C
,36.7,0.267461061477661,1.41807533800602E-5,C
,36.8,0.265502452850342,1.41595546156168E-5,C
,36.9,0.263569504022598,1.41422050073743E-5,C
,37.0,0.261529147624969,1.41171468421817E-5,C
,37.1,0.259502679109573,1.40912272036076E-5,C
,37.2,0.257477402687073,1.40661923214793E-5,C
,37.3,0.255474150180817,1.40433060005307E-5,C
,37.4,0.253484666347504,1.40192359685898E-5,C
,37.5,0.25140455365181,1.3992128893733E-5,C
,37.6,0.249561488628387,1.39753464609385E-5,C
,37.7,0.247483313083649,1.39430658891797E-5,C
,37.8,0.245595172047615,1.39264333993196E-5,C
,37.9,0.243464842438698,1.38939367607236E-5,C
,38.0,0.241507276892662,1.38699291273952E-5,C
,38.1,0.23951718211174,1.38381207361817E-5,C
,38.2,0.237468406558037,1.3810713775456E-5,C
